STATUS | wrapper  | 2020/06/12 17:06:45 | --> Wrapper Started as Daemon
INFO   | jvm 3    | 2020/06/12 17:13:05 | 
INFO   | jvm 3    | 2020/06/12 17:13:05 | Server started in :: [6978 ms]
INFO   | jvm 3    | 2020/06/12 17:13:05 | 
STATUS | wrapper  | 2020/06/12 17:13:28 | JVM received a signal SIGKILL (9).
STATUS | wrapper  | 2020/06/12 17:13:28 | JVM process is gone.
ERROR  | wrapper  | 2020/06/12 17:13:28 | JVM exited unexpectedly.
ERROR  | wrapper  | 2020/06/12 17:13:32 | Event Command 'jvm_prelaunch': Unable to start command: No such file or directory (2)
STATUS | wrapper  | 2020/06/12 17:13:33 | Launching a JVM...
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager: Initializing...
INFO   | jvm 4    | 2020/06/12 17:13:33 | Java HotSpot(TM) 64-Bit Server VM warning: You have loaded library /home/ubuntu/ManageEngine/KeyManager/lib/native/libwrapper.so which might have disabled stack guard. The VM will try to fix the stack guard now.
INFO   | jvm 4    | 2020/06/12 17:13:33 | It's highly recommended that you fix the library with 'execstack -c <libfile>', or link it with '-z noexecstack'.
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager: 
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager: WARNING - Unable to load the Wrapper''s native library 'libwrapper.so'.
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           could not be loaded:
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:             /home/ubuntu/ManageEngine/KeyManager/bin/../lib/native/libwrapper.so
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           Reported cause:
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:             /home/ubuntu/ManageEngine/KeyManager/lib/native/libwrapper.so: /home/ubuntu/ManageEngine/KeyManager/lib/native/libwrapper.so: wrong ELF class: ELFCLASS32 (Possible cause: architecture word width mismatch)
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 4    | 2020/06/12 17:13:33 | WrapperManager: 
INFO   | jvm 4    | 2020/06/12 17:13:33 | Starting Server from location: /home/ubuntu/ManageEngine/KeyManager
INFO   | jvm 4    | 2020/06/12 17:13:34 | This evaluation copy is valid for 29 days
INFO   | jvm 4    | 2020/06/12 17:13:39 | Modules already Populated
INFO   | jvm 4    | 2020/06/12 17:13:39 | 
INFO   | jvm 4    | 2020/06/12 17:13:39 |      ModulePreStartProcess :: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 | Persistence                                       [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 |      ModulePostStartProcess:: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 | SQNS                                              [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 | Audit                                             [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 | Authentication                                    [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 | Authorization                                     [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:39 | CustomView                                        [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:40 | TaskEngine                                        [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:40 | Tomcat                                            [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:40 | ClientFramework                                   [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:40 | ClientComponents                                  [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:40 | PassTrix
INFO   | jvm 4    | 2020/06/12 17:13:41 |                                           [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | pki                                               [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | PIM                                               [ LOADED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | 
INFO   | jvm 4    | 2020/06/12 17:13:41 | Creating Services
INFO   | jvm 4    | 2020/06/12 17:13:41 | CacheService                                      [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | AuthenticationService                             [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | AuthorizationService                              [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | TaskEngineService                                 [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | WebService                                        [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | ClientFrameworkService                            [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | TableTemplateService                              [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | TemplateService                                   [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | KMPService                                        [ CREATED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | 
INFO   | jvm 4    | 2020/06/12 17:13:41 | Starting Services
INFO   | jvm 4    | 2020/06/12 17:13:41 | CacheService                                      [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | AuthenticationService                             [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | AuthorizationService                              [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:41 | TaskEngineService                                 [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:43 | WebService                                        [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:43 | ClientFrameworkService                            [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:43 | TableTemplateService                              [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:43 | TemplateService                                   [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:44 | KMPService                                        [ STARTED ]
INFO   | jvm 4    | 2020/06/12 17:13:44 | Connect to : https://ip-172-31-6-219:6565/
INFO   | jvm 4    | 2020/06/12 17:13:44 | 
INFO   | jvm 4    | 2020/06/12 17:13:44 | Server started in :: [10762 ms]
INFO   | jvm 4    | 2020/06/12 17:13:44 | 
ERROR  | wrapper  | 2020/06/12 17:16:09 | JVM exited unexpectedly.
ERROR  | wrapper  | 2020/06/12 17:16:14 | Event Command 'jvm_prelaunch': Unable to start command: No such file or directory (2)
STATUS | wrapper  | 2020/06/12 17:16:14 | Launching a JVM...
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager: Initializing...
INFO   | jvm 5    | 2020/06/12 17:16:14 | Java HotSpot(TM) 64-Bit Server VM warning: You have loaded library /home/ubuntu/ManageEngine/KeyManager/lib/native/libwrapper.so which might have disabled stack guard. The VM will try to fix the stack guard now.
INFO   | jvm 5    | 2020/06/12 17:16:14 | It's highly recommended that you fix the library with 'execstack -c <libfile>', or link it with '-z noexecstack'.
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager: 
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager: WARNING - Unable to load the Wrapper''s native library 'libwrapper.so'.
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           could not be loaded:
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:             /home/ubuntu/ManageEngine/KeyManager/bin/../lib/native/libwrapper.so
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           Reported cause:
